Price,Bedrooms,Space,Room,Lot,Tax,Bathroom,Garage,Condition
355300,3,1620,1,7410,1,3,0,5
276000,3,1140,3,5000,1,3,0,3
460000,2,2730,4,19877,1,2,0,4
880000,3,2130,2,35169,1,3,0,4
370000,3,1780,5,4050,2,3,0,3
346000,4,2100,2,3916,2,4,0,3
172500,3,1140,4,8800,1,3,0,3
379950,3,1690,5,9144,1,3,0,4
468000,2,1160,6,6000,1,2,0,4
477000,4,1720,7,6270,2,4,0,3
529000,3,1210,2,3328,1.5,3,0,4
312000,3,1255,6,1374,3,3,0,3
326100,2,880,8,7683,1,2,0,3
360000,3,1050,9,9206,1.5,3,0,3
438000,3,1650,2,12940,1,3,0,4
360000,3,1570,4,9467,1,3,0,3
1050000,4,2920,5,7200,1,4,3,3
688000,4,3000,3,4000,1.5,4,3,3
585000,3,1850,1,7735,1,3,0,4
265000,3,1440,3,7741,1,3,0,4
375000,3,1440,4,8775,1,3,0,3
326500,3,1810,2,12375,2,3,0,3
160000,2,1180,5,9350,1,2,0,3
1570000,4,3070,2,5850,2,4,0,5
735000,5,3390,4,5211,2,5,0,3
400000,2,1470,5,6120,1,2,0,2
800000,4,2680,6,7200,1,4,0,3
949880,4,2290,7,10687,2,4,0,3
405000,3,1980,2,8100,1,3,0,4
399000,4,2870,6,9292,2,4,0,3
730001,3,1840,8,4750,1,3,0,5
1795000,4,4060,9,13000,2,4,3,3
260000,3,1630,2,8018,1,3,0,3
751750,2,1880,4,5400,1.5,2,0,3
325000,3,1780,5,13095,1,3,0,4
344950,4,2330,3,6250,1,4,0,4
457500,3,1840,1,4030,1,3,0,5
389000,5,2330,3,10750,1,5,0,4
515000,4,3200,4,6473,2,4,0,3
732000,3,2330,2,1987,2,3,4,3
415000,3,1950,5,8868,1,3,0,3
1655000,4,3080,2,4815,2,4,3,3
535000,2,1040,4,5527,1,2,0,3
540000,4,1960,5,3565,2,4,0,3
525000,5,2750,6,3800,1.5,5,0,5
570000,3,1930,7,36210,1,3,0,3
569950,5,4850,2,40902,2,5,0,3
283200,4,1982,6,6406,2,4,0,3
1100000,3,2640,8,4050,1.5,3,0,5
830000,4,1850,9,50662,1,4,0,3
495000,4,1940,2,9144,1,4,0,4
292050,5,2840,4,7199,1,5,0,3
415000,5,1900,5,10226,1,5,0,3
295832,5,1410,3,6400,1,5,0,5
450000,4,2520,1,8515,2,4,0,3
1381000,4,3160,3,9525,2.5,4,0,3
857000,4,3720,4,29043,2,4,0,3
499950,3,1820,2,1501,2,3,0,3
465000,3,1560,5,8640,1,3,0,5
329000,3,1600,2,5952,1,3,0,4
475000,3,1230,4,11502,1,3,0,4
255000,3,960,5,8100,1,3,0,3
435000,3,1270,6,4000,1.5,3,2,3
685000,3,2810,7,7700,2,3,0,3
715000,2,2160,2,5581,1,2,0,3
780000,3,2520,6,2152,1.5,3,0,3
345000,2,1180,8,844,2,2,0,3
355000,4,1810,9,4970,2,4,0,3
282000,3,1680,2,15711,1,3,0,3
244000,3,910,4,5250,1,3,0,4
967500,3,3250,5,5797,2,3,2,4
375000,3,2000,3,7294,1,3,0,3
1600000,3,3790,1,19000,2,3,4,3
527500,3,2310,3,78844,1,3,0,3
994000,3,2510,4,6339,1.5,3,2,5
313000,3,1320,2,6205,1,3,0,5
587000,3,2370,5,217800,2,3,0,3
304000,3,900,2,7500,1,3,0,4
675000,3,2540,4,7680,2,3,1,4
305000,4,2100,5,9288,1,4,0,4
280000,3,1200,6,6250,1,3,0,3
960000,5,3720,7,15200,2,5,0,3
500000,3,1760,2,4539,2,3,0,3
274950,3,1670,6,7415,1,3,0,3
455600,3,2420,8,8252,2,3,0,3
970000,5,3480,9,15185,2,5,0,4
312900,4,1630,2,4473,2,4,0,3
535000,4,2340,4,5600,2,4,0,3
427000,2,920,5,3780,1,2,0,3
405000,2,910,3,6490,1,2,0,3
480000,3,1150,1,4945,1,3,2,3
725000,3,2500,3,4774,1.5,3,2,3
293000,4,3250,4,235063,1,4,2,3
268000,4,1930,2,6600,1,4,0,4
475000,4,3400,5,234352,2,4,0,3
488000,3,1590,2,2550,3,3,0,3
760000,4,3330,4,7399,2,4,0,3
1710000,5,4590,5,14685,2,5,0,3
754950,3,2610,6,7256,2,3,0,3
263900,3,1658,7,2700,2,3,0,3
460000,3,1600,2,1431,2,3,0,3
399950,3,1296,6,1051,3,3,0,3
370000,2,1280,8,835,2,2,0,3
1149000,4,5940,9,11533,2,4,4,3
450800,4,2510,2,5311,2,4,0,3
627000,3,2710,4,3475,2,3,0,3
495000,3,1750,5,1548,3,3,0,3
310000,3,1430,3,19901,1.5,3,0,4
550000,4,1660,1,34848,1,4,0,1
215000,2,1320,3,8865,1,2,0,4
799000,4,2580,4,209523,2,4,0,3
630000,4,2740,2,43101,2,4,0,3
267000,3,2495,5,4400,2,3,0,3
900000,6,2300,2,24773,1.5,6,0,4
365000,3,1300,4,12240,1,3,0,3
544500,4,2230,5,10414,1,4,0,5
599000,4,2020,6,2750,1,4,0,3
815000,4,2000,7,3800,2,4,0,3
254000,2,1060,2,8187,1,2,0,4
740000,2,2080,6,4800,1,2,0,5
225000,3,2030,8,24829,1,3,0,4
925000,3,2690,9,7000,2,3,0,5
1285000,4,3240,2,10800,1,4,0,3
537000,3,1550,4,12920,2,3,0,5
335000,4,1480,5,3132,1,4,0,5
840000,4,3040,3,2800,2,4,0,3
224000,3,1560,1,7300,1,3,0,4
395000,3,2250,3,3757,2,3,0,3
450000,3,1100,4,4600,1,3,0,3
681000,3,1700,2,6356,1.5,3,0,3
898000,5,2680,5,28014,1,5,0,4
370000,3,800,2,2296,1,3,0,4
429000,2,1350,4,6315,1,2,0,3
150000,3,820,5,7680,1.5,3,0,3
555000,3,3160,6,4270,2,3,0,3
326000,3,1720,7,28000,1,3,0,4
225000,3,1680,2,6755,2,3,0,3
245100,3,1300,6,7958,1,3,0,3
665000,3,2190,8,10370,2,3,0,3
535000,3,1720,9,4006,2,3,0,3
305000,3,1160,2,11776,1,3,0,3
999000,7,3150,4,34830,1,7,0,3
215000,3,1210,5,8075,1,3,0,4
432500,3,1980,3,5100,1,3,0,3
655000,4,2990,1,5669,2,4,0,3
266200,3,1430,3,9600,1,3,0,4
244615,3,2060,4,4030,2,3,0,3
460000,4,2230,2,52983,2,4,0,3
370000,4,3090,5,18645,2,4,0,3
465000,6,4250,2,23326,1,6,3,3
1175000,3,1970,4,23180,1,3,4,3
189000,2,1700,5,3171,1,2,0,5
820000,3,2510,6,5503,2,3,2,3
968000,6,3610,7,17580,1,6,4,5
1400000,4,2980,2,7000,2,4,3,3
438750,3,1610,6,6480,1,3,0,4
1210000,4,3650,8,6982,2,4,2,4
600000,4,2510,9,38141,1,4,0,3
589000,3,1110,2,6000,1.5,3,0,5
590000,3,1650,4,6150,2,3,0,4
479900,3,1980,5,12150,1,3,0,3
210000,2,880,3,1157,2,2,0,3
745000,3,1490,1,9800,1,3,0,4
840500,3,2520,3,5400,1.5,3,0,4
420000,3,1820,4,22320,1,3,0,3
565000,7,4140,2,9066,1,7,0,3
840000,4,3420,5,8405,2,4,0,3
681716,4,3150,2,7277,2,4,0,3
600000,3,1580,4,7416,1,3,0,3
380000,3,1660,5,8281,1,3,0,3
168500,3,1100,6,10125,1,3,0,3
355000,2,1270,7,3200,1,2,0,4
277000,4,1450,2,6250,1,4,0,3
236000,4,1830,6,9485,1,4,0,4
270000,3,1300,8,4127,1,3,0,4
700000,2,2320,9,5500,1.5,2,2,3
425000,4,1680,2,9545,1,4,0,4
635000,3,2300,4,5500,1.5,3,0,4
510250,3,1400,5,4000,1,3,0,3
960000,4,2410,3,4560,2,4,2,5
254000,3,1480,1,7480,1,3,0,4
299000,3,1390,3,9624,1.5,3,0,4
175000,2,830,4,2699,1,2,0,3
157500,2,740,2,9003,1,2,0,3
580000,5,1940,5,6000,1,5,0,5
124740,3,1340,2,15600,1,3,0,4
1970000,8,4440,4,6480,2,8,3,5
285000,2,800,5,6240,1,2,0,3
242000,3,1310,6,9645,1,3,0,3
840000,4,2330,7,4000,2,4,0,5
474800,2,1400,2,1243,3,2,0,3
490000,4,2360,6,4367,2,4,0,3
465000,3,1840,8,5752,2,3,0,3
515000,4,2680,9,7178,2,4,0,3
430000,3,3890,2,7140,1,3,2,3
253400,3,1400,4,8640,1,3,0,5
355000,3,2400,5,9701,1,3,0,3
740000,4,2920,3,46355,2,4,0,4
186950,2,1390,1,1302,2,2,0,3
306000,3,1680,3,11193,2,3,0,3
510000,4,2040,4,8800,1,4,0,4
345000,2,1080,2,4000,1,2,0,3
875000,3,2280,5,4280,1,3,0,5
700000,4,4490,2,5099,2,4,0,3
1400000,4,4700,4,9160,1,4,4,3
499950,4,2798,5,4473,2,4,0,3
739000,3,2810,6,5400,2,3,0,3
363000,4,3753,7,7204,2,4,0,3
782000,4,3910,2,8095,2,4,0,3
325000,2,1050,6,1609,2,2,0,3
485000,4,1600,8,4300,1.5,4,0,4
452000,4,2590,9,10002,1,4,0,4
264950,4,1720,2,9753,1,4,0,4
472000,6,4410,4,14034,1,6,2,4
267500,3,1590,5,11914,1,3,2,3
565000,4,2440,3,22594,2,4,0,3
535000,3,1360,1,1016,3,3,0,3
389000,2,910,3,7000,1,2,0,3
400000,4,1390,4,7200,1,4,0,3
264000,3,1470,2,14821,1,3,0,4
690000,4,2920,5,9904,2,4,0,4
412000,3,1950,2,52256,1,3,0,4
695000,3,2390,4,4555,2,3,0,3
246500,3,1270,5,11600,1,3,0,4
230000,2,950,6,7560,1,2,0,3
302000,2,900,7,423838,1,2,2,5
820000,4,2280,2,6660,1.5,4,2,3
145000,3,1010,6,5490,1,3,0,3
436500,2,1260,8,5000,1,2,0,3
2453500,4,4730,9,13586,1.5,4,0,5
672000,3,2620,2,21587,2,3,0,3
680000,3,2330,4,4000,1.5,3,2,5
750500,5,2170,5,2440,1.5,5,0,4
550000,5,2450,3,9488,1,5,0,4
266500,4,1880,1,7632,1,4,0,4
619000,4,2300,3,3400,1.5,4,0,5
405000,3,1240,4,14404,1,3,0,3
300000,2,820,2,3844,1,2,0,4
231000,4,1530,5,6375,2,4,0,3
790000,5,2900,2,12160,1,5,0,4
400000,4,1240,4,3867,1,4,0,3
950000,4,4140,5,13392,2,4,0,3
450000,4,2240,6,7725,1,4,0,5
595000,3,1480,7,5000,1,3,0,4
332000,3,2270,2,8876,1,3,0,3
155000,3,1250,6,6250,1,3,0,2
400000,5,1930,8,9747,1,5,0,4
349000,4,1700,9,7800,1,4,0,5
529000,3,1590,2,6420,1,3,0,3
405000,5,1880,4,10000,1,5,0,3
635200,4,1640,5,4240,1,4,0,5
540000,3,2600,3,5085,1,3,0,4
402000,2,710,1,1173,2,2,0,4
3100000,6,6980,3,15682,3,6,4,4
329932,3,1460,4,5040,1,3,0,3
300000,3,2080,2,9827,2,3,0,3
525000,5,2630,5,9216,2,5,0,3
2750000,4,4430,2,21000,2,4,0,3
602500,4,2760,4,6850,2,4,0,3
400000,4,1670,5,12056,1,4,0,3
445000,4,1990,6,4725,1.5,4,0,4
525000,3,2600,7,5238,1.5,3,3,3
395000,2,1320,2,1824,1.5,2,0,4
510000,3,2240,6,3800,2,3,0,3
723000,4,1960,8,8680,1,4,0,4
503000,3,2590,9,108900,2,3,0,3
672500,4,2620,2,6707,2,4,0,3
860000,3,2770,4,9136,2,3,0,3
475300,3,2110,5,10005,1,3,0,5
295000,4,2290,3,4539,2,4,0,3
1425000,4,4960,1,6000,2.5,4,0,3
250000,2,1110,3,26051,1,2,0,3
658000,4,3310,4,6166,2,4,0,3
83000,2,900,2,8580,1,2,0,3
685000,3,1940,5,7313,1,3,1,4
210000,3,1590,2,7617,2,3,0,3
650880,3,2930,4,6050,2,3,0,3
350000,4,2040,5,22653,2,4,0,3
305000,2,1000,6,905,3,2,0,3
645000,3,1730,7,1229,2,3,2,3
385000,3,1220,2,4800,1,3,0,3
860000,3,3060,6,12095,2,3,0,3
395000,4,2910,8,5000,2,4,0,3
260000,3,1050,9,5850,1,3,0,3
196440,3,1560,2,7352,1,3,0,3
425000,3,1680,4,3000,1,3,2,4
2400000,4,4140,5,20734,1,4,1,3
369000,3,1550,3,8509,1,3,0,3
1385000,6,5700,1,20000,1,6,4,4
349900,3,2200,3,7278,2,3,0,3
650000,2,1740,4,2500,2,2,2,3
299950,3,1210,2,9525,1,3,0,3
625000,4,4240,5,25639,2,4,3,3
190000,3,1590,2,11745,1,3,0,3
715000,4,3420,4,7200,1,4,3,5
659000,4,3190,5,11375,1,4,0,5
490000,3,1920,6,5405,1,3,2,4
415000,2,1340,7,4664,1,2,0,3
750000,3,1700,2,8400,1,3,0,3
700000,4,2310,6,3570,1.5,4,0,3
425000,3,1510,8,44000,1,3,0,3
642000,3,2670,9,10082,1,3,0,3
655000,4,2060,2,8470,1,4,0,3
1365000,3,2090,4,6000,1.5,3,0,4
458000,5,3090,5,23265,1,5,0,3
330000,2,1240,3,1546,2,2,0,3
384950,3,1860,1,3690,2,3,0,3
560000,3,2000,3,7350,1,3,0,3
950000,4,2500,4,92347,1,4,0,4
465000,4,1820,2,20349,1,4,0,5
425000,3,1820,5,8058,1,3,0,3
315000,3,1060,2,5750,1,3,0,3
530000,3,1950,4,9906,2,3,0,3
399000,2,940,5,4800,1,2,0,4
168000,2,1220,6,3568,1.5,2,0,4
1886700,5,4180,7,17935,2,5,0,3
374000,3,1200,2,9800,1,3,0,4
740000,5,3990,6,18897,2,5,0,3
280000,2,1880,8,7560,1,2,0,3
322000,4,2280,9,7200,2,4,0,3
459900,3,2580,2,11000,1,3,0,4
750000,4,2600,4,4674,1,4,0,3
1256500,4,3150,5,13700,2,4,0,4
3710000,4,5550,3,28078,2,4,2,4
427000,5,2220,1,4000,1,5,0,3
800000,2,1730,3,31491,2,2,2,4
735000,4,2840,4,4120,1.5,4,0,4
642000,4,2560,2,8780,2,4,0,3
240000,3,1330,5,6000,1,3,0,4
645500,2,1890,2,5202,1.5,2,0,4
840000,7,4290,4,37607,1.5,7,0,5
475000,2,1540,5,54450,2,2,0,3
568000,4,2340,6,50233,1,4,0,4
325000,3,2180,7,10230,1,3,0,4
825500,3,2780,2,11964,2,3,0,3
499431,4,2620,6,6019,2,4,0,3
919204,4,3760,8,5000,2,4,0,3
545000,4,2720,9,4738,2,4,0,3
660000,3,2675,2,40910,2,3,0,3
538888,5,2080,4,13189,2,5,0,3
693000,3,2460,5,12028,2,3,0,3
289950,3,1960,3,3480,2,3,0,3
587000,4,2550,1,6256,2,4,0,3
615000,3,1760,3,1146,3,3,0,3
459000,3,1620,4,7330,1,3,0,4
243000,3,1790,2,12000,1,3,0,3
1505000,4,3480,5,7232,2,4,0,3
660000,4,2780,2,9900,2,4,0,4
1595000,5,3640,4,8239,2,5,3,3
250000,1,750,5,4000,1,1,0,3
315000,3,960,6,6634,1,3,0,3
404000,3,2030,7,8880,1,3,0,3
559900,3,2930,2,5569,1,3,0,3
285000,2,1380,6,1073,2,2,0,3
500000,3,1720,8,5525,1,3,2,5
380000,2,1210,9,4800,1,2,0,3
469000,3,950,2,4250,1.5,3,0,5
405000,2,1710,4,4234,2,2,0,3
439900,2,1410,5,12282,1.5,2,0,5
525000,4,2910,3,7631,2,4,2,3
580000,4,2220,1,7064,2,4,0,3
1250000,5,3160,3,13238,2,5,0,5
275000,3,1380,4,4500,1,3,0,3
629000,3,1760,2,5000,1,3,0,5
395000,1,730,5,3000,1,1,0,3
965000,4,2460,2,5000,2,4,0,5
820000,3,2160,4,6272,1,3,0,4
661000,4,1990,5,4600,1.5,4,2,4
789000,3,3740,6,39640,2,3,2,3
668500,4,2710,7,5500,2,4,0,3
350000,3,2680,2,7836,2,3,0,3
250000,4,1850,6,7560,1,4,0,4
725995,4,3190,8,7869,2,4,2,3
1000000,3,2730,9,5832,2,3,0,3
686000,3,1840,2,9990,2,3,0,5
665000,4,2720,4,10000,2,4,0,3
1965221,4,4370,5,8510,2,4,1,3
653000,3,2290,3,3475,2,3,0,3
430000,2,990,1,4802,1,2,0,3
305000,2,1140,3,2980,2,2,0,3
809000,4,1840,4,4337,2,4,0,4
440150,2,1110,2,6800,1,2,0,5
615000,4,2150,5,9070,2,4,0,4
1035000,3,2230,2,5750,2,3,0,3
455000,2,1170,4,6000,1,2,0,4
635000,3,1960,5,7200,1,3,0,4
675000,3,2610,6,9002,2,3,0,3
316000,3,2130,7,8721,1,3,0,3
955000,3,3020,2,43560,2,3,0,3
985000,3,1670,6,5400,2,3,0,5
465500,3,1890,8,7004,1,3,0,3
305000,3,950,9,13475,1,3,0,3
645000,4,2430,2,14400,1,4,0,5
730000,4,2360,4,6000,1,4,0,5
366000,3,1510,5,8301,1,3,0,3
290000,3,2080,3,4828,2,3,0,3
472500,3,1750,1,15500,1,3,0,3
550000,3,1810,3,4064,1.5,3,0,3
410000,4,1790,4,11875,1,4,0,4
440000,4,2340,2,11034,1,4,0,3
535000,3,1690,5,9626,2,3,0,3
300000,4,2070,2,7476,2,4,0,3
432500,3,2240,4,6396,2,3,0,3
870000,4,4500,5,21780,2,4,2,3
492000,3,2770,6,39927,1,3,0,4
199950,3,1010,7,7245,1,3,0,3
439800,3,1120,2,6900,1,3,0,5
320000,5,3020,6,21441,1,5,0,4
687000,4,4400,8,186846,2,4,0,4
345000,3,1990,9,5650,1,3,1,3
274950,3,1450,2,8820,1,3,0,3
270000,4,1920,4,8497,2,4,0,3
342000,2,1175,5,1366,2,2,0,3
327000,3,1320,3,13200,1,3,0,3
610000,5,3990,1,3839,1,5,0,4
455000,2,1140,3,5720,1,2,0,3
540000,4,1720,4,4240,1.5,4,0,4
411000,4,2150,2,9915,1,4,0,5
544000,3,1790,5,8203,1.5,3,1,3
802000,2,2210,2,6327,1,2,0,3
568500,3,2180,4,7519,1,3,0,4
391000,3,1410,5,1290,2,3,0,3
298000,3,1950,6,3600,2,3,0,3
400000,3,1495,7,936,3,3,0,3
425000,3,1660,2,6000,1,3,0,3
328500,3,1950,6,8130,2,3,0,4
650000,5,2550,8,5040,1.5,5,0,5
850000,3,1370,9,3850,1,3,0,5
930000,4,2200,2,4000,2,4,0,5
530000,3,1250,4,6041,1.5,3,0,5
495000,4,2220,5,8872,1,4,0,4
500000,3,1620,3,4200,1,3,0,5
325000,3,2250,1,26337,1,3,0,3
365000,3,1720,3,99916,2,3,0,4
471000,4,3030,4,9687,2,4,0,3
223000,3,1030,2,9120,1,3,0,3
503000,3,2190,5,4882,2,3,0,3
230000,3,1440,2,5600,1,3,0,4
550000,4,2170,4,9600,1,4,0,3
1100000,4,2930,5,3200,1.5,4,0,5
193000,3,1180,6,9048,1,3,0,3
590000,4,2360,7,57514,2,4,0,4
712500,3,1660,2,8797,1,3,0,4
689800,3,2390,6,9313,1,3,0,5
430000,3,1360,8,5120,1.5,3,0,4
785200,3,1840,9,3500,1.5,3,0,5
474900,3,1800,2,43647,1,3,0,4
1070000,4,4130,4,12320,2,4,0,3
435000,3,2220,5,132858,1,3,0,3
941500,5,3490,3,9680,2,5,4,3
312000,4,1830,1,5175,2,4,0,3
835000,4,1550,3,4000,1.5,4,0,3
713250,3,2050,4,9000,1,3,0,4
440000,2,1230,2,6600,1,2,0,3
580135,4,3150,5,5886,2,4,0,3
575000,3,3800,2,33825,1,3,0,4
613000,3,1350,4,3068,2,3,0,3
235000,3,1530,5,8700,1,3,0,4
660000,3,2290,6,2798,3,3,0,4
280000,2,1480,7,15641,1,2,0,4
268000,3,1970,2,10270,1,3,0,4
235000,2,720,6,4840,1,2,0,4
390000,3,1080,8,7236,1,3,0,5
654950,4,2790,9,45902,2,4,0,3
449500,5,2040,2,7488,1,5,0,4
150000,3,1320,4,8220,1,3,0,3
440000,3,1680,5,57063,2,3,0,4
710000,3,2140,3,4923,1,3,0,4
420000,3,1660,1,9600,1,3,0,3
312000,3,1540,3,5338,1,3,0,5
320000,3,1880,4,10758,1,3,0,5
235000,3,1250,2,15603,1,3,0,4
437000,5,2120,5,137565,1.5,5,0,3
545000,3,1810,2,3000,1.5,3,0,4
640000,3,2370,4,11172,2,3,0,3
432000,3,1970,5,4036,2,3,0,4
548000,3,2110,6,4099,2,3,0,3
830000,3,2080,7,10521,1.5,3,0,3
875000,4,3720,2,12384,1,4,2,5
409950,2,1370,6,5125,1,2,0,5
695000,4,2961,8,12146,2,4,0,3
562100,3,2090,9,12112,2,3,0,3
475000,3,2600,2,7210,2,3,0,3
425000,3,1870,4,9000,1,3,0,3
600000,4,2620,5,9873,2,4,0,3
770000,3,2430,3,54059,2,3,0,3
239000,3,1340,1,16480,1,3,0,4
295000,2,1170,3,10621,1,2,0,3
560000,3,2000,4,10182,1,3,0,5
613000,5,2070,2,12000,1,5,0,4
960000,4,4590,5,9150,2,4,0,3
847000,5,2550,2,4623,2.5,5,0,4
206000,3,1060,4,9600,1,3,0,4
253000,2,1220,5,5000,1,2,0,5
430000,4,1790,6,7203,1,4,0,4
605000,3,2060,7,4040,1,3,0,4
425000,2,1140,2,1182,3,2,0,3
720000,4,2870,6,12648,2,4,0,4
375900,6,2550,8,33740,1,6,0,4
1298000,4,2790,9,10125,1.5,4,0,5
210000,3,1110,2,7962,1,3,0,3
234000,2,940,4,5375,1,2,0,4
285000,3,2880,5,18296,1,3,0,3
400000,3,1200,3,4800,1,3,0,4
718000,3,1030,1,4958,1,3,0,5
174500,2,1240,3,2689,2,2,0,3
222400,3,1200,4,9566,1,3,0,3
402500,3,2780,2,4002,2,3,0,3
250000,3,1765,5,7652,2,3,0,3
600000,4,1960,2,14242,1,4,1,4
930000,2,2680,4,11214,1,2,0,3
272500,3,1410,5,7622,1,3,0,4
363990,4,2240,6,3712,2,4,0,3
575000,4,3120,7,7644,2,4,0,3
400000,3,1450,2,4706,2,3,0,3
427874,3,2340,6,5002,2,3,0,3
309000,5,2481,8,4045,2,5,0,3
320000,3,1530,9,1602,2,3,0,3
390000,3,1250,2,7500,1,3,0,5
299000,1,560,4,12120,1,1,0,3
375000,4,2200,5,7475,1,4,0,5
240500,3,1460,3,10584,1,3,0,3
320000,3,1650,1,9380,1,3,0,5
1270000,5,3200,3,17204,1,5,0,3
658588,3,2560,4,41346,2,3,0,3
270000,3,2080,2,4252,1.5,3,0,3
327500,3,1070,5,7140,1,3,0,3
340000,3,2190,2,12626,2,3,0,4
200000,3,2060,4,15837,1.5,3,0,3
1025000,3,2640,5,8000,1,3,3,4
275000,3,1720,6,8755,1,3,0,3
1126000,5,3880,7,13885,2,5,3,4
280000,2,960,2,4920,1,2,0,3
485000,3,2340,6,59058,1,3,0,3
1901000,3,2660,8,13367,2,3,2,3
865000,3,2090,9,4725,2,3,0,3
532000,3,1820,2,4910,2,3,0,3
364950,4,2310,4,8030,2,4,0,3
212500,3,920,5,14400,1,3,0,4
135000,1,790,3,13062,1,1,0,3
437000,2,1500,1,6800,1,2,0,4
390000,3,1240,3,11108,1,3,0,4
760000,4,2730,4,36183,2,4,0,3
119500,3,1170,2,11000,1,3,0,2
2400000,5,3410,5,9088,2,5,3,3
837500,4,2700,2,9320,2,4,0,4
327500,4,1650,4,7800,1,4,0,3
175000,2,670,5,2378,1,2,0,3
289950,3,1670,6,7757,1,3,0,3
400000,3,1530,7,10731,1,3,0,3
219950,3,1500,2,7615,1,3,0,3
161700,4,1720,6,7200,1,4,0,3
500000,5,2920,8,11440,2,5,0,3
465000,3,910,9,4500,1,3,0,3
540000,3,1050,2,4160,1,3,0,4
525000,3,1540,4,7800,1,3,0,3
324950,3,1210,5,7440,1,3,0,3
565000,5,2650,3,11455,1,5,0,3
760500,3,1990,1,3990,1,3,0,5
1100000,5,2660,3,8737,1,5,4,5
603500,4,4060,4,9734,1,4,4,3
453500,5,2300,2,23345,1,5,0,5
583000,6,2630,5,16411,1,6,0,4
275000,2,770,2,8149,1,2,0,5
875000,4,3790,4,10669,2,4,0,3
335000,4,2540,5,7210,1,4,0,4
646000,4,2500,6,8500,1,4,0,4
392500,4,2150,7,7303,2,4,0,3
785000,3,1670,2,9600,1,3,0,5
470000,3,1800,6,12669,1,3,0,3
560000,3,2070,8,12708,2,3,0,3
519000,2,830,9,2820,1,2,0,4
746000,3,2370,2,9619,1,3,0,4
317000,3,1010,4,5400,1,3,0,3
371000,3,1420,5,4500,1,3,0,3
250000,4,2120,3,8701,1.5,4,0,4
532000,4,2020,1,7029,1,4,0,4
499950,3,1520,3,2208,2,3,0,3
375000,2,820,4,6250,1,2,0,4
640000,3,1690,2,1553,2.5,3,0,3
400000,3,2260,5,11305,1,3,0,3
572000,3,1830,2,7897,1,3,0,4
310000,3,1350,4,11150,1,3,0,3
989000,5,3280,5,4000,2,5,0,3
685000,4,2770,6,45514,2,4,0,4
907500,4,2770,7,8642,2,4,0,4
427500,4,2460,2,5091,2,4,0,3
860000,3,4720,6,32467,2,3,2,3
365000,2,1250,8,8100,1,2,0,4
250500,3,1710,9,7225,2,3,0,4
411715,3,1840,2,5101,1,3,0,5
415000,4,2000,4,5962,2,4,0,3
129000,1,650,5,15364,1,1,0,4
489000,3,1020,3,9072,1,3,0,3
170000,2,1500,1,18540,1,2,0,3
418500,3,2060,3,4399,2,3,0,3
261000,3,1810,4,29308,1,3,0,3
2005000,6,3810,2,28176,1,6,4,5
355000,2,1650,5,4000,1,2,0,4
742000,3,1540,2,704,3,3,0,3
399950,3,2080,4,5244,1,3,0,3
791000,3,2430,5,5500,2,3,0,3
190000,5,1750,6,10284,1,5,0,4
229500,3,1770,7,33224,1,3,0,4
539000,3,1710,2,2300,2,3,0,3
549000,4,2740,6,88426,2,4,0,3
545000,5,2730,8,17240,1,5,0,5
285000,3,2437,9,5136,2,3,0,3
648000,4,3290,2,6203,2,4,0,3
610000,4,2910,4,5260,2,4,0,3
767450,3,1630,5,7599,1,3,0,3
765000,4,4410,3,5104,2,4,0,3
586500,3,1780,1,1487,3,3,0,3
520000,3,1540,3,1487,2,3,0,3
455000,3,1420,4,1189,3,3,0,3
653000,3,2680,2,9750,1,3,0,4
279950,3,1750,5,9750,1,3,0,3
449950,3,2170,2,4912,2,3,0,3
565000,3,2390,4,9966,1,3,0,5
620000,4,2400,5,5350,1.5,4,0,4
269000,3,1690,6,4250,1,3,0,3
875000,3,3250,7,6000,2,3,0,3
630000,4,4610,2,40202,1,4,0,4
425000,4,2440,6,15349,2,4,1,4
647500,3,1290,8,3870,1,3,0,5
450000,4,2000,9,4676,1.5,4,0,3
440000,3,1050,2,7500,1,3,0,3
445000,4,2340,4,3784,2,4,0,3
530000,4,2210,5,7665,2,4,0,4
875000,5,2920,3,5568,2,5,0,3
685000,3,3150,1,219978,2,3,0,4
798000,3,3590,3,6402,2,3,0,3
297500,4,1910,4,5000,2,4,0,3
749950,4,3110,2,35235,2,4,0,4
495000,5,2440,5,4750,1,5,0,3
540000,4,1330,2,8400,1.5,4,0,3
395000,3,1460,4,22651,1,3,0,4
1300000,6,3902,5,3880,3,6,4,4
1075000,5,5180,6,17811,2,5,2,3
214100,2,1150,7,2064,2,2,0,3
210000,4,1920,2,10403,1,4,0,3
499500,3,2520,6,53143,1.5,3,0,3
546000,2,970,8,3400,1,2,0,3
292000,5,2490,9,7666,1,5,0,4
289000,3,1680,2,8424,1,3,0,3
240000,3,1150,4,4825,1,3,0,4
395000,4,1980,5,7931,1,4,0,4
795000,4,2070,3,13084,1,4,0,4
955000,4,5660,1,193593,2,4,0,3
725000,4,2420,3,10962,1,4,0,3
335000,4,2610,4,4781,2,4,0,3
492000,4,2810,2,10840,2,4,2,4
250000,3,1510,5,10384,1,3,0,2
700000,3,1910,2,4800,1,3,0,3
545000,3,1700,4,51649,1.5,3,0,5
555000,4,2020,5,10720,1,4,0,4
640000,3,2340,6,4206,1,3,0,5
390000,3,1463,7,868,3,3,0,3
466500,3,1430,2,3840,1,3,0,3
